,ID,Count
0,18288,411.71188208654894
1,18289,328.5676215656587
2,18290,278.06940913032037
3,18291,229.7588184739107
4,18292,193.38869184162053
5,18293,173.11477896733427
6,18294,186.14539565051876
7,18295,215.87949233803167
8,18296,248.59870503157475
9,18297,321.2438443057671
10,18298,455.9691534602613
11,18299,505.50159307011955
12,18300,510.8572423750556
13,18301,451.8134037263767
14,18302,483.09859010329774
15,18303,476.99666179685426
16,18304,464.82207102716393
17,18305,475.6504330098211
18,18306,487.3567702883694
19,18307,517.134765740677
20,18308,496.94865039597954
21,18309,463.848981740884
22,18310,465.5317677246753
23,18311,454.52781068284025
24,18312,392.34291222130867
25,18313,313.110170280682
26,18314,264.98764433258214
27,18315,218.94982357985788
28,18316,184.29072817446757
29,18317,164.97060076180665
30,18318,177.38819257773932
31,18319,205.72344981521786
32,18320,236.9033883895301
33,18321,306.1309398439902
34,18322,434.5181019431366
35,18323,481.7202898116728
36,18324,486.8239827983448
37,18325,430.55785929774106
38,18326,460.37123526906487
39,18327,454.5563719481845
40,18328,442.9545343391382
41,18329,453.2734764433379
42,18330,464.42908952895937
43,18331,492.80618031550915
44,18332,473.56972000099
45,18333,442.0272240013954
46,18334,443.63084338245346
47,18335,433.1445670819697
48,18336,377.9157464384128
49,18337,301.59653719534134
50,18338,255.24356445724914
51,18339,210.8986384952638
52,18340,177.514021358049
53,18341,158.90433033265717
54,18342,170.86530460772872
55,18343,198.15862266156904
56,18344,228.19201792160223
57,18345,294.873945814462
58,18346,418.540077370421
59,18347,464.0065545418039
60,18348,468.92257541173785
61,18349,414.72546008336855
62,18350,443.4425437443486
63,18351,437.8415035728665
64,18352,426.66628673192406
65,18353,436.6057824798776
66,18354,447.3511832884761
67,18355,474.6847965953488
68,18356,456.15569607602106
69,18357,425.7730752897087
70,18358,427.31772665594474
71,18359,417.2170498958625
72,18360,262.6240398422634
73,18361,209.58772357898013
74,18362,177.37576873480717
75,18363,146.55926078985294
76,18364,123.35937270953072
77,18365,110.42698689770748
78,18366,118.7389966887062
79,18367,137.7058736065153
80,18368,158.57690549048257
81,18369,204.9160100468132
82,18370,290.8550040341503
83,18371,322.4509087422134
84,18372,325.86718676973226
85,18373,288.2041216302833
86,18374,308.1604124030571
87,18375,304.26809563399877
88,18376,296.502130281825
89,18377,303.4093590806333
90,18378,310.8766334577235
91,18379,329.87151265444686
92,18380,316.9951314004515
93,18381,295.88141309922895
94,18382,296.9548337909357
95,18383,289.9355958764712
96,18384,261.6698975059627
97,18385,208.82626807644615
98,18386,176.73134284567143
99,18387,146.02679470037944
100,18388,122.91119439290608
101,18389,110.02579337660973
102,18390,118.30760471187645
103,18391,137.20557285703262
104,18392,158.0007779616436
105,18393,204.17152739896068
106,18394,289.7982954661129
107,18395,321.2794087394171
108,18396,324.683275049027
109,18397,287.1570440127545
110,18398,307.04083136233345
111,18399,303.1626558128599
112,18400,295.42490507626053
113,18401,302.3070391448705
114,18402,309.7471840839083
115,18403,328.673052772586
116,18404,315.84345284333216
117,18405,294.8064430282026
118,18406,295.8759638631893
119,18407,288.882227620494
120,18408,410.1368475593546
121,18409,327.3106616113787
122,18410,277.005633855929
123,18411,228.87985896905064
124,18412,192.64886897016044
125,18413,172.45251546243045
126,18414,185.4332825491383
127,18415,215.0536292309909
128,18416,247.64767213484083
129,18417,320.0149020079009
130,18418,454.22480943891355
131,18419,503.5677590048937
132,18420,508.9029198737709
133,18421,450.0849578357413
134,18422,481.2504603976516
135,18423,475.17187547327524
136,18424,463.04385950905214
137,18425,473.8307967849235
138,18426,485.4923505966765
139,18427,515.1564281053234
140,18428,495.0475362511811
141,18429,462.0744928484495
142,18430,463.750841208889
143,18431,452.78898062584165
144,18432,400.48958563056294
145,18433,319.61164187335316
146,18434,270.4898918018763
147,18435,223.49613409078364
148,18436,188.11737147048353
149,18437,168.39607772257517
150,18438,181.07151047790722
151,18439,209.99512570399838
152,18440,241.82248970278792
153,18441,312.48749353641506
154,18442,443.5405079983353
155,18443,491.72280993746875
156,18444,496.93247685319193
157,18445,439.49803421673596
158,18446,469.93046007962164
159,18447,463.99485597072385
160,18448,452.1521158781511
161,18449,462.68532221048736
162,18450,474.0725722994996
163,18451,503.03888971342474
164,18452,483.40300034118354
165,18453,451.2055507145014
166,18454,452.842467914797
167,18455,442.13845283112585
168,18456,415.4247461572046
169,18457,331.5306813411244
170,18458,280.5770703449447
171,18459,231.83080934700573
172,18460,195.13269282106984
173,18461,174.67594751964776
174,18462,187.82407577003863
175,18463,217.8263178865952
176,18464,250.84059612115286
177,18465,324.1408574339707
178,18466,460.0811345831525
179,18467,510.0602633058615
180,18468,515.4642104587454
181,18469,455.8879078306417
182,18470,487.45522753792466
183,18471,481.2982713555406
184,18472,469.01388875663554
185,18473,479.93990212585385
186,18474,491.75180847095476
187,18475,521.7983452363057
188,18476,501.43018923247155
189,18477,468.0320240416984
190,18478,469.7299855788067
191,18479,458.6267936144121
192,18480,396.0557762919643
193,18481,316.0732300561476
194,18482,267.49530554720644
195,18483,221.02181445295287
196,18484,186.03472915391683
197,18485,166.5317693141201
198,18486,179.06687269725916
199,18487,207.67027536378134
200,18488,239.14527947910815
201,18489,309.0279529721939
202,18490,438.63008306602774
203,18491,486.27896004741467
204,18492,491.4309508820345
205,18493,434.632363402006
206,18494,464.7278727036917
207,18495,458.8579815068708
208,18496,447.14635206860976
209,18497,457.56294555937063
210,18498,468.82412771154463
211,18499,497.4697598111377
212,18500,478.0512588374819
213,18501,446.2102663022097
214,18502,447.8290612365847
215,18503,437.24355001354155
216,18504,381.6286105090684
217,18505,304.559596970807
218,18506,257.7512256718734
219,18507,212.97062936835871
220,18508,179.2580223374983
221,18509,160.4654988849706
222,18510,172.54398472724853
